"","FileName","frogID","begin.time.s","end.time.s","Note_type","note.dur.s","INI","note.period","note_num_series","call_type","series_type","series_seq","note_type_uc","note_type_relabel","call_type_relabel","series_bin","note_num_series_bin","series_seq_cat"
"17","./amplitude_detector_tables/male_1_two_call_bouts.Amplitude.Detector.selections.txt",1281,12.51986399,12.53392306,"1",0.0141,0.05172348,0.06578255,1,"doublet","solo",0,"1","1","doublet","1","1","0"
"18","./amplitude_detector_tables/male_1_two_call_bouts.Amplitude.Detector.selections.txt",1281,12.58564654,12.61990919,"2",0.0343,1.30251694,1.33677959,2,"doublet","solo",0,"2","2","doublet","1","2","0"
"19","./amplitude_detector_tables/male_1_two_call_bouts.Amplitude.Detector.selections.txt",1281,13.92242613,13.93632818,"1",0.0139,0.05147232,0.06537437,1,"doublet","two",1,"1","1","doublet","2","1","1"
"20","./amplitude_detector_tables/male_1_two_call_bouts.Amplitude.Detector.selections.txt",1281,13.9878005,14.0206185,"2",0.0328,0.21824726,0.25106526,2,"doublet","two",1,"2","2","doublet","2","2","1"
"21","./amplitude_detector_tables/male_1_two_call_bouts.Amplitude.Detector.selections.txt",1281,14.23886576,14.25142118,"1",0.0126,0.0489642,0.06151962,3,"doublet","two",2,"1","1","doublet","2","3","100"
"22","./amplitude_detector_tables/male_1_two_call_bouts.Amplitude.Detector.selections.txt",1281,14.30038538,14.32873935,"2",0.0284,1.04527446,1.07362843,4,"doublet","two",2,"2","2","doublet","2","4","100"
"23","./amplitude_detector_tables/male_1_two_call_bouts.Amplitude.Detector.selections.txt",1281,15.37401381,15.38734713,"1",0.0133,0.04712009,0.06045341,1,"doublet","two",1,"1","1","doublet","2","1","1"
"24","./amplitude_detector_tables/male_1_two_call_bouts.Amplitude.Detector.selections.txt",1281,15.43446722,15.46867317,"2",0.0342,0.16422888,0.19843483,2,"doublet","two",1,"2","2","doublet","2","2","1"
"25","./amplitude_detector_tables/male_1_two_call_bouts.Amplitude.Detector.selections.txt",1281,15.63290205,15.64378729,"1",0.0109,0.04623508,0.05712032,3,"doublet","two",2,"1","1","doublet","2","3","100"
"26","./amplitude_detector_tables/male_1_two_call_bouts.Amplitude.Detector.selections.txt",1281,15.69002237,15.71916094,"2",0.0291,1.42428589,1.45342446,4,"doublet","two",2,"2","2","doublet","2","4","100"
"27","./amplitude_detector_tables/male_1_two_call_bouts.Amplitude.Detector.selections.txt",1281,17.14344683,17.15842388,"1",0.015,0.04978506,0.06476211,1,"doublet","two",1,"1","1","doublet","2","1","1"
"28","./amplitude_detector_tables/male_1_two_call_bouts.Amplitude.Detector.selections.txt",1281,17.20820894,17.24235811,"2",0.0341,0.16682625,0.20097542,2,"doublet","two",1,"2","2","doublet","2","2","1"
"29","./amplitude_detector_tables/male_1_two_call_bouts.Amplitude.Detector.selections.txt",1281,17.40918436,17.42176905,"1",0.0126,0.04918289,0.06176758,3,"doublet","two",2,"1","1","doublet","2","3","100"
