Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Max Freq (Hz)	Peak Amp (U)	Freq 5% (Hz)	Freq 25% (Hz)	Freq 75% (Hz)	Freq 95% (Hz)	Note_type	call_type	series_type	series_seq	Call_group_num	Call_num	Notes
22	Spectrogram 1	1	17.73476114	17.77446642	0	22050	0.0397	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	solo	0	1	11	
23	Spectrogram 1	1	20.68344584	20.70044713	0	22050	0.017	2497.852		2411.719	2411.719	2497.852	2583.984	1	doublet	solo	0	1	12	
24	Spectrogram 1	1	20.75251665	20.78877535	0	22050	0.0363	2583.984		2411.719	2497.852	2583.984	2670.117	2	doublet	solo	0	1	12	
25	Spectrogram 1	1	22.37199488	22.39001466	0	22050	0.018	2411.719		2239.453	2411.719	2497.852	2670.117	1	doublet	solo	0	1	13	
26	Spectrogram 1	1	22.43981829	22.47513637	0	22050	0.0353	2583.984		2411.719	2497.852	2583.984	2670.117	2	doublet	solo	0	1	13	
27	Spectrogram 1	1	24.73571482	24.75279496	0	22050	0.0171	2497.852		2325.586	2411.719	2497.852	2583.984	1	doublet	solo	0	1	14	
28	Spectrogram 1	1	24.8028573	24.84099856	0	22050	0.0381	2583.984		2411.719	2497.852	2583.984	2670.117	2	doublet	solo	0	1	14	
29	Spectrogram 1	1	26.65675821	26.6756153	0	22050	0.0189	2497.852		2325.586	2411.719	2497.852	2583.984	1	doublet	solo	0	1	15	
30	Spectrogram 1	1	26.72850313	26.76469348	0	22050	0.0362	2583.984		2497.852	2497.852	2583.984	2670.117	2	doublet	solo	0	1	15	
31	Spectrogram 1	1	28.13843622	28.15725993	0	22050	0.0188	2411.719		2325.586	2411.719	2497.852	2583.984	1	doublet	two	1	1	16	
32	Spectrogram 1	1	28.20859423	28.2452611	0	22050	0.0367	2583.984		2497.852	2497.852	2583.984	2670.117	2	doublet	two	1	1	16	
33	Spectrogram 1	1	28.44800463	28.46240185	0	22050	0.0144	2497.852		1808.789	2411.719	2497.852	2670.117	1	doublet	two	2	1	17	
34	Spectrogram 1	1	28.51317492	28.5460309	0	22050	0.0329	2583.984		2411.719	2497.852	2583.984	2670.117	2	doublet	two	2	1	17	
35	Spectrogram 1	1	29.81405916	29.82838907	0	22050	0.0143	2411.719		2153.32	2411.719	2497.852	2670.117	1	doublet	two	1	1	18	
36	Spectrogram 1	1	29.882018	29.92036333	0	22050	0.0383	2497.852		2411.719	2497.852	2583.984	2670.117	2	doublet	two	1	1	18	
37	Spectrogram 1	1	30.07591906	30.08777704	0	22050	0.0119	1550.391		1464.258	1550.391	2583.984	3100.781	1	doublet	two	2	1	19	
38	Spectrogram 1	1	30.14267626	30.1774148	0	22050	0.0347	2583.984		2411.719	2497.852	2583.984	2670.117	2	doublet	two	2	1	19	
39	Spectrogram 1	1	31.65727892	31.67253962	0	22050	0.0153	2411.719		2325.586	2411.719	2497.852	2583.984	1	doublet	solo	0	1	20	
40	Spectrogram 1	1	31.72258463	31.76006785	0	22050	0.0375	2497.852		2411.719	2497.852	2583.984	2670.117	2	doublet	solo	0	1	20	
41	Spectrogram 1	1	32.84387674	32.85826208	0	22050	0.0144	2411.719		1981.055	2325.586	2497.852	2670.117	1	doublet	solo	0	1	21	
42	Spectrogram 1	1	32.90841379	32.94530573	0	22050	0.0369	2583.984		2411.719	2497.852	2583.984	2670.117	2	doublet	solo	0	1	21	
43	Spectrogram 1	1	34.67444315	34.69254391	0	22050	0.0181	2497.852		2325.586	2411.719	2497.852	2583.984	1	doublet	solo	0	1	22	
44	Spectrogram 1	1	34.7425622	34.78054514	0	22050	0.038	2583.984		2411.719	2497.852	2583.984	2670.117	2	doublet	solo	0	1	22	
45	Spectrogram 1	1	37.34319773	37.36107404	0	22050	0.0179	2497.852		2239.453	2411.719	2497.852	2670.117	1	doublet	solo	0	1	23	
46	Spectrogram 1	1	37.4137887	37.45231333	0	22050	0.0385	2583.984		2497.852	2583.984	2583.984	2670.117	2	doublet	solo	0	1	23	
47	Spectrogram 1	1	39.17038431	39.1888625	0	22050	0.0185	2497.852		2325.586	2411.719	2497.852	2670.117	1	doublet	solo	0	1	24	
48	Spectrogram 1	1	39.24308481	39.28192606	0	22050	0.0388	2583.984		2497.852	2497.852	2583.984	2670.117	2	doublet	solo	0	1	24	
49	Spectrogram 1	1	41.1815423	41.19867934	0	22050	0.0171	2497.852		2411.719	2411.719	2497.852	2583.984	1	doublet	solo	0	1	25	
50	Spectrogram 1	1	41.24823084	41.28677836	0	22050	0.0385	2583.984		2411.719	2497.852	2583.984	2670.117	2	doublet	solo	0	1	25	
51	Spectrogram 1	1	42.51240244	42.53030086	0	22050	0.0179	2411.719		2325.586	2411.719	2497.852	2583.984	1	doublet	solo	0	1	26	
52	Spectrogram 1	1	42.57931986	42.61696329	0	22050	0.0376	2583.984		2411.719	2497.852	2583.984	2670.117	2	doublet	solo	0	1	26	
53	Spectrogram 1	1	44.05163279	44.06725226	0	22050	0.0156	2411.719		2067.188	2411.719	2497.852	2670.117	1	doublet	solo	0	1	27	
54	Spectrogram 1	1	44.12827768	44.16621485	0	22050	0.0379	2583.984		2411.719	2497.852	2583.984	2670.117	2	doublet	solo	0	1	27	
55	Spectrogram 1	1	45.26693812	45.28405289	0	22050	0.0171	2497.852		2239.453	2411.719	2497.852	2670.117	1	doublet	solo	0	1	28	
56	Spectrogram 1	1	45.33342447	45.37347117	0	22050	0.04	2583.984		2497.852	2497.852	2583.984	2670.117	2	doublet	solo	0	1	28	
57	Spectrogram 1	1	47.27367487	47.29098103	0	22050	0.0173	2497.852		2325.586	2411.719	2497.852	2583.984	1	doublet	solo	0	1	29	
58	Spectrogram 1	1	47.346486	47.38575661	0	22050	0.0393	2583.984		2497.852	2583.984	2583.984	2670.117	2	doublet	solo	0	1	29	
59	Spectrogram 1	1	50.67192927	50.68921252	0	22050	0.0173	2497.852		2325.586	2411.719	2497.852	2583.984	1	doublet	solo	0	1	30	
60	Spectrogram 1	1	50.73961344	50.77752772	0	22050	0.0379	2497.852		2411.719	2497.852	2583.984	2670.117	2	doublet	solo	0	1	30	
61	Spectrogram 1	1	52.22491923	52.24189795	0	22050	0.017	2411.719		2325.586	2411.719	2497.852	2670.117	1	doublet	solo	0	1	31	
62	Spectrogram 1	1	52.29296961	52.33145	0	22050	0.0385	2583.984		2497.852	2497.852	2583.984	2670.117	2	doublet	solo	0	1	31	
63	Spectrogram 1	1	54.11004725	54.12725039	0	22050	0.0172	2497.852		2325.586	2411.719	2497.852	2583.984	1	doublet	solo	0	1	32	
64	Spectrogram 1	1	54.17947855	54.21400447	0	22050	0.0345	2583.984		2497.852	2497.852	2583.984	2670.117	2	doublet	solo	0	1	32	
65	Spectrogram 1	1	55.6138772	55.63124121	0	22050	0.0174	2497.852		2325.586	2411.719	2497.852	2583.984	1	doublet	solo	0	1	33	
66	Spectrogram 1	1	55.68276682	55.72027292	0	22050	0.0375	2583.984		2497.852	2583.984	2583.984	2670.117	2	doublet	solo	0	1	33	
67	Spectrogram 1	1	56.8987092	56.91815467	0	22050	0.0194	2411.719		2239.453	2411.719	2497.852	2670.117	1	doublet	solo	0	1	34	
68	Spectrogram 1	1	56.96707621	57.00437632	0	22050	0.0373	2583.984		2497.852	2497.852	2583.984	2670.117	2	doublet	solo	0	1	34	
69	Spectrogram 1	1	58.16684809	58.18447276	0	22050	0.0176	2497.852		2411.719	2411.719	2497.852	2583.984	1	doublet	two	1	1	35	
70	Spectrogram 1	1	58.23705378	58.2788209	0	22050	0.0418	2583.984		2497.852	2583.984	2583.984	2670.117	2	doublet	two	1	1	35	
71	Spectrogram 1	1	58.45335474	58.46930639	0	22050	0.016	2497.852		2325.586	2411.719	2497.852	2670.117	1	doublet	two	2	1	36	
72	Spectrogram 1	1	58.52317515	58.55739298	0	22050	0.0342	2583.984		2411.719	2497.852	2583.984	2670.117	2	doublet	two	2	1	36	
73	Spectrogram 1	1	59.70975199	59.72761252	0	22050	0.0179	2411.719		2239.453	2411.719	2497.852	2670.117	1	doublet	two	1	1	37	
74	Spectrogram 1	1	59.77970591	59.82063379	0	22050	0.0409	2583.984		2411.719	2497.852	2583.984	2670.117	2	doublet	two	1	1	37	
75	Spectrogram 1	1	59.98423853	59.9961442	0	22050	0.0119	2497.852		1550.391	2411.719	2497.852	2670.117	1	doublet	two	2	1	38	
76	Spectrogram 1	1	60.04852762	60.08374109	0	22050	0.0352	2583.984		2497.852	2583.984	2583.984	2670.117	2	doublet	two	2	1	38	
77	Spectrogram 1	1	61.58122339	61.59837756	0	22050	0.0172	2411.719		2325.586	2411.719	2497.852	2583.984	1	doublet	two	1	1	39	
78	Spectrogram 1	1	61.65045252	61.69086161	0	22050	0.0404	2583.984		2497.852	2497.852	2583.984	2670.117	2	doublet	two	1	1	39	
79	Spectrogram 1	1	61.87188044	61.88393331	0	22050	0.0121	2497.852		1722.656	2411.719	2497.852	2670.117	1	doublet	two	2	1	40	
80	Spectrogram 1	1	61.93498697	61.96884241	0	22050	0.0339	2583.984		2497.852	2583.984	2583.984	2670.117	2	doublet	two	2	1	40	
81	Spectrogram 1	1	63.83056727	63.84862107	0	22050	0.0181	2411.719		2239.453	2411.719	2497.852	2670.117	1	doublet	solo	0	1	41	
82	Spectrogram 1	1	63.89850321	63.93743435	0	22050	0.0389	2583.984		2497.852	2497.852	2583.984	2670.117	2	doublet	solo	0	1	41	
83	Spectrogram 1	1	65.74877634	65.76764455	0	22050	0.0189	2497.852		2411.719	2411.719	2497.852	2583.984	1	doublet	solo	0	1	42	
84	Spectrogram 1	1	65.82174387	65.862111	0	22050	0.0404	2583.984		2411.719	2497.852	2583.984	2670.117	2	doublet	solo	0	1	42	
85	Spectrogram 1	1	67.33244791	67.34981761	0	22050	0.0174	2497.852		2411.719	2411.719	2497.852	2583.984	1	doublet	solo	0	1	43	
86	Spectrogram 1	1	67.40231028	67.44111338	0	22050	0.0388	2583.984		2497.852	2583.984	2583.984	2670.117	2	doublet	solo	0	1	43	
87	Spectrogram 1	1	68.63390055	68.65187488	0	22050	0.018	2411.719		2325.586	2411.719	2497.852	2583.984	1	doublet	two	1	1	44	
88	Spectrogram 1	1	68.69791117	68.73510447	0	22050	0.0372	2583.984		2497.852	2497.852	2583.984	2670.117	2	doublet	two	1	1	44	
89	Spectrogram 1	1	68.8943986	68.9074212	0	22050	0.013	1550.391		1464.258	1550.391	2583.984	3100.781	1	doublet	two	2	1	45	
90	Spectrogram 1	1	68.96027079	68.99346628	0	22050	0.0332	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	two	2	1	45	
91	Spectrogram 1	1	70.50652781	70.52441314	0	22050	0.0179	2411.719		2239.453	2411.719	2497.852	2670.117	1	doublet	two	1	1	46	
92	Spectrogram 1	1	70.57748118	70.61413818	0	22050	0.0367	2583.984		2497.852	2583.984	2583.984	2670.117	2	doublet	two	1	1	46	
93	Spectrogram 1	1	70.81013956	70.8218812	0	22050	0.0117	2583.984		1550.391	2325.586	2583.984	3014.648	1	doublet	two	2	1	47	
94	Spectrogram 1	1	70.87242594	70.90535441	0	22050	0.0329	2583.984		2411.719	2497.852	2670.117	2670.117	2	doublet	two	2	1	47	
95	Spectrogram 1	1	72.69335642	72.71120054	0	22050	0.0178	2497.852		2325.586	2411.719	2497.852	2583.984	1	doublet	solo	0	1	48	
96	Spectrogram 1	1	72.7638978	72.8020603	0	22050	0.0382	2583.984		2497.852	2583.984	2583.984	2670.117	2	doublet	solo	0	1	48	
97	Spectrogram 1	1	74.23596659	74.25408715	0	22050	0.0181	2497.852		2411.719	2411.719	2497.852	2583.984	1	doublet	solo	0	1	49	
98	Spectrogram 1	1	74.30830088	74.34909525	0	22050	0.0408	2583.984		2411.719	2497.852	2583.984	2670.117	2	doublet	solo	0	1	49	
99	Spectrogram 1	1	75.53947916	75.55344858	0	22050	0.014	2411.719		2153.32	2325.586	2497.852	2670.117	1	doublet	solo	0	1	50	
100	Spectrogram 1	1	75.61124888	75.64999857	0	22050	0.0387	2583.984		2497.852	2497.852	2583.984	2670.117	2	doublet	solo	0	1	50	
101	Spectrogram 1	1	77.00503245	77.02358405	0	22050	0.0186	2497.852		2411.719	2411.719	2497.852	2583.984	1	doublet	solo	0	1	51	
102	Spectrogram 1	1	77.0776185	77.11855021	0	22050	0.0409	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	solo	0	1	51	
103	Spectrogram 1	1	78.99548807	79.01336068	0	22050	0.0179	2497.852		2411.719	2411.719	2497.852	2583.984	1	doublet	solo	0	1	52	
104	Spectrogram 1	1	79.06612101	79.10696116	0	22050	0.0408	2583.984		2497.852	2583.984	2583.984	2670.117	2	doublet	solo	0	1	52	
105	Spectrogram 1	1	80.86943522	80.88715587	0	22050	0.0177	2497.852		2411.719	2411.719	2497.852	2583.984	1	doublet	solo	0	1	53	
106	Spectrogram 1	1	80.94372263	80.98296824	0	22050	0.0392	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	solo	0	1	53	
107	Spectrogram 1	1	82.53800669	82.55625033	0	22050	0.0182	2497.852		2325.586	2411.719	2497.852	2583.984	1	doublet	solo	0	1	54	
108	Spectrogram 1	1	82.60982218	82.64911356	0	22050	0.0393	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	solo	0	1	54	
109	Spectrogram 1	1	84.18405619	84.20269796	0	22050	0.0186	2497.852		2411.719	2411.719	2497.852	2583.984	1	doublet	solo	0	1	55	
110	Spectrogram 1	1	84.25623789	84.2960557	0	22050	0.0398	2583.984		2497.852	2583.984	2583.984	2670.117	2	doublet	solo	0	1	55	
111	Spectrogram 1	1	86.04755106	86.06387797	0	22050	0.0163	2497.852		2411.719	2411.719	2497.852	2583.984	1	doublet	solo	0	1	56	
112	Spectrogram 1	1	86.12292185	86.16172495	0	22050	0.0388	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	solo	0	1	56	
113	Spectrogram 1	1	87.66371622	87.68127223	0	22050	0.0176	2497.852		2325.586	2411.719	2497.852	2583.984	1	doublet	solo	0	1	57	
114	Spectrogram 1	1	87.73499003	87.77460184	0	22050	0.0396	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	solo	0	1	57	
115	Spectrogram 1	1	89.50068369	89.51869109	0	22050	0.018	2497.852		2325.586	2411.719	2497.852	2670.117	1	doublet	solo	0	1	58	
116	Spectrogram 1	1	89.57215586	89.611905	0	22050	0.0397	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	solo	0	1	58	
117	Spectrogram 1	1	91.09963694	91.11886776	0	22050	0.0192	2497.852		2411.719	2411.719	2497.852	2583.984	1	doublet	solo	0	1	59	
118	Spectrogram 1	1	91.17156687	91.21342173	0	22050	0.0419	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	solo	0	1	59	
119	Spectrogram 1	1	92.64455881	92.66239837	0	22050	0.0178	2497.852		2325.586	2411.719	2497.852	2583.984	1	doublet	solo	0	1	60	
120	Spectrogram 1	1	92.71246805	92.75696268	0	22050	0.0445	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	solo	0	1	60	
121	Spectrogram 1	1	93.9638566	93.98257118	0	22050	0.0187	2497.852		2325.586	2411.719	2497.852	2670.117	1	doublet	two	1	1	61	
122	Spectrogram 1	1	94.03174296	94.07122507	0	22050	0.0395	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	two	1	1	61	
123	Spectrogram 1	1	94.2318162	94.24507792	0	22050	0.0133	2497.852		1550.391	2239.453	2583.984	2756.25	1	doublet	two	2	1	62	
124	Spectrogram 1	1	94.29761973	94.33376433	0	22050	0.0361	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	two	2	1	62	
125	Spectrogram 1	1	95.74782267	95.76643884	0	22050	0.0186	2497.852		2411.719	2411.719	2497.852	2583.984	1	doublet	solo	0	1	63	
126	Spectrogram 1	1	95.82276621	95.86197367	0	22050	0.0392	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	solo	0	1	63	
127	Spectrogram 1	1	97.38501444	97.40321231	0	22050	0.0182	2497.852		2411.719	2411.719	2497.852	2583.984	1	doublet	solo	0	1	64	
128	Spectrogram 1	1	97.45333567	97.4918107	0	22050	0.0385	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	solo	0	1	64	
129	Spectrogram 1	1	103.201085	103.219363	0	22050	0.0183	2497.852		2411.719	2411.719	2497.852	2583.984	1	doublet	solo	0	2	65	
130	Spectrogram 1	1	103.2690705	103.3069581	0	22050	0.0379	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	solo	0	2	65	
131	Spectrogram 1	1	104.955922	104.9730757	0	22050	0.0172	2497.852		2325.586	2411.719	2497.852	2583.984	1	doublet	solo	0	2	66	
132	Spectrogram 1	1	105.022992	105.0623826	0	22050	0.0394	2583.984		2411.719	2583.984	2670.117	2670.117	2	doublet	solo	0	2	66	
133	Spectrogram 1	1	106.8143739	106.8302735	0	22050	0.0159	2497.852		2325.586	2411.719	2497.852	2583.984	1	doublet	solo	0	2	67	
134	Spectrogram 1	1	106.8856248	106.9219026	0	22050	0.0363	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	solo	0	2	67	
135	Spectrogram 1	1	108.6234254	108.6402086	0	22050	0.0168	2497.852		2325.586	2411.719	2497.852	2583.984	1	doublet	solo	0	2	68	
136	Spectrogram 1	1	108.6908616	108.7292527	0	22050	0.0384	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	solo	0	2	68	
137	Spectrogram 1	1	110.2642869	110.2823587	0	22050	0.0181	2497.852		2325.586	2411.719	2497.852	2670.117	1	doublet	solo	0	2	69	
138	Spectrogram 1	1	110.3373002	110.3795442	0	22050	0.0422	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	solo	0	2	69	
139	Spectrogram 1	1	111.8144197	111.8334596	0	22050	0.019	2497.852		2325.586	2411.719	2497.852	2670.117	1	doublet	solo	0	2	70	
140	Spectrogram 1	1	111.8861436	111.9268693	0	22050	0.0407	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	solo	0	2	70	
141	Spectrogram 1	1	113.2056016	113.2237091	0	22050	0.0181	2497.852		2325.586	2411.719	2497.852	2583.984	1	doublet	solo	0	2	71	
142	Spectrogram 1	1	113.2753266	113.3151444	0	22050	0.0398	2583.984		2497.852	2583.984	2583.984	2670.117	2	doublet	solo	0	2	71	
143	Spectrogram 1	1	114.5413407	114.5579821	0	22050	0.0166	2497.852		2325.586	2411.719	2497.852	2670.117	1	doublet	two	1	2	72	
144	Spectrogram 1	1	114.6075028	114.6475953	0	22050	0.0401	2583.984		2411.719	2583.984	2670.117	2670.117	2	doublet	two	1	2	72	
145	Spectrogram 1	1	114.8209733	114.836255	0	22050	0.0153	2497.852		2239.453	2411.719	2583.984	2670.117	1	doublet	two	2	2	73	
146	Spectrogram 1	1	114.8836946	114.9167092	0	22050	0.033	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	two	2	2	73	
147	Spectrogram 1	1	116.2515229	116.2696507	0	22050	0.0181	2497.852		2411.719	2411.719	2497.852	2583.984	1	doublet	solo	0	2	74	
148	Spectrogram 1	1	116.324849	116.3649644	0	22050	0.0401	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	solo	0	2	74	
149	Spectrogram 1	1	117.3639421	117.3814938	0	22050	0.0176	2411.719		2239.453	2411.719	2497.852	2670.117	1	doublet	two	1	2	75	
150	Spectrogram 1	1	117.4415406	117.4796571	0	22050	0.0381	2583.984		2497.852	2583.984	2583.984	2670.117	2	doublet	two	1	2	75	
151	Spectrogram 1	1	117.6442613	117.657411	0	22050	0.0131	2583.984		1550.391	2411.719	2583.984	3014.648	1	doublet	two	2	2	76	
152	Spectrogram 1	1	117.7038774	117.7366914	0	22050	0.0328	2583.984		2497.852	2583.984	2583.984	2670.117	2	doublet	two	2	2	76	
153	Spectrogram 1	1	118.9379624	118.9559777	0	22050	0.018	2411.719		2239.453	2411.719	2497.852	2670.117	1	doublet	two	1	2	77	
154	Spectrogram 1	1	119.0047425	119.0419969	0	22050	0.0373	2583.984		2497.852	2497.852	2583.984	2670.117	2	doublet	two	1	2	77	
155	Spectrogram 1	1	119.1978196	119.2115481	0	22050	0.0137	2497.852		1722.656	2411.719	2583.984	2670.117	1	doublet	two	2	2	78	
156	Spectrogram 1	1	119.2579621	119.2911347	0	22050	0.0332	2583.984		2497.852	2583.984	2583.984	2670.117	2	doublet	two	2	2	78	
157	Spectrogram 1	1	120.5669831	120.5861283	0	22050	0.0191	2497.852		2325.586	2411.719	2497.852	2583.984	1	doublet	two	1	2	79	
158	Spectrogram 1	1	120.6390046	120.6793412	0	22050	0.0403	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	two	1	2	79	
159	Spectrogram 1	1	120.8621797	120.8773009	0	22050	0.0151	2497.852		1550.391	2325.586	2583.984	2756.25	1	doublet	two	2	2	80	
160	Spectrogram 1	1	120.9373216	120.9732865	0	22050	0.036	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	two	2	2	80	
161	Spectrogram 1	1	122.2019013	122.2189213	0	22050	0.017	2411.719		2325.586	2411.719	2497.852	2583.984	1	doublet	two	1	2	81	
162	Spectrogram 1	1	122.2755555	122.3150529	0	22050	0.0395	2583.984		2411.719	2497.852	2583.984	2670.117	2	doublet	two	1	2	81	
163	Spectrogram 1	1	122.4790696	122.4916581	0	22050	0.0126	2497.852		1636.523	2325.586	2583.984	2756.25	1	doublet	two	2	2	82	
164	Spectrogram 1	1	122.5491151	122.5810212	0	22050	0.0319	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	two	2	2	82	
165	Spectrogram 1	1	123.7126969	123.7311425	0	22050	0.0184	2411.719		2325.586	2411.719	2497.852	2670.117	1	doublet	two	1	2	83	
166	Spectrogram 1	1	123.7814988	123.8215998	0	22050	0.0401	2583.984		2497.852	2497.852	2583.984	2670.117	2	doublet	two	1	2	83	
167	Spectrogram 1	1	123.9779786	123.9895219	0	22050	0.0115	2583.984		1550.391	1722.656	2583.984	3100.781	1	doublet	two	2	2	84	
168	Spectrogram 1	1	124.0441255	124.0791927	0	22050	0.0351	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	two	2	2	84	
169	Spectrogram 1	1	125.2736024	125.2919605	0	22050	0.0184	2497.852		2411.719	2411.719	2497.852	2583.984	1	doublet	solo	0	2	85	
170	Spectrogram 1	1	125.3420609	125.3849916	0	22050	0.0429	2583.984		2497.852	2583.984	2583.984	2670.117	2	doublet	solo	0	2	85	
171	Spectrogram 1	1	126.5049638	126.5216543	0	22050	0.0167	2411.719		2325.586	2411.719	2497.852	2583.984	1	doublet	two	1	2	86	
172	Spectrogram 1	1	126.5682115	126.6026411	0	22050	0.0344	2583.984		2497.852	2497.852	2583.984	2670.117	2	doublet	two	1	2	86	
173	Spectrogram 1	1	126.785283	126.7989541	0	22050	0.0137	2497.852		2067.188	2411.719	2583.984	2670.117	1	doublet	two	2	2	87	
174	Spectrogram 1	1	126.84451	126.8773111	0	22050	0.0328	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	two	2	2	87	
175	Spectrogram 1	1	128.0698899	128.0855302	0	22050	0.0156	2497.852		2411.719	2411.719	2497.852	2583.984	1	doublet	two	1	2	88	
176	Spectrogram 1	1	128.1391648	128.1796159	0	22050	0.0405	2583.984		2411.719	2497.852	2583.984	2670.117	2	doublet	two	1	2	88	
177	Spectrogram 1	1	128.4088944	128.4227036	0	22050	0.0138	2497.852		1464.258	2067.188	2583.984	3014.648	1	doublet	two	2	2	89	
178	Spectrogram 1	1	128.4829911	128.5206346	0	22050	0.0376	2583.984		2497.852	2583.984	2670.117	2670.117	2	doublet	two	2	2	89	
179	Spectrogram 1	1	129.9709977	129.9906126	0	22050	0.0196	2411.719		2325.586	2411.719	2497.852	2670.117	1	doublet	two	1	2	90	
180	Spectrogram 1	1	130.0364427	130.0742845	0	22050	0.0378	2583.984		2411.719	2497.852	2583.984	2670.117	2	doublet	two	1	2	90	
181	Spectrogram 1	1	130.2492265	130.2626854	0	22050	0.0135	2497.852		1722.656	2411.719	2583.984	2670.117	1	doublet	two	2	2	91	
